customer_id,monthly_transactions,avg_basket_size,total_spend,avg_session_duration,email_open_rate,product_views_per_visit,return_rate,customer_tenure_months,recency_days
CUST_0350,10.7,18.1,6657.6,38.7,0.95,37.4,0.0,13,3
CUST_0351,8.5,6.4,1670.78,22.2,0.0,32.7,0.21,16,12
CUST_0352,3.8,14.9,3102.1,28.0,0.95,17.0,0.36,30,30
CUST_0353,17.5,22.2,5905.53,56.0,0.77,41.6,0.14,24,7
CUST_0354,2.2,3.7,552.68,61.1,0.95,32.8,0.1,35,32
CUST_0355,0.2,11.3,3363.35,5.4,0.0,10.2,0.0,1,18
CUST_0356,14.8,22.7,7279.5,41.7,0.0,38.8,0.3,22,5
CUST_0357,3.7,19.5,3689.67,17.8,0.33,16.2,0.27,21,19
CUST_0358,11.8,9.1,1742.44,31.2,0.0,45.1,0.04,36,18
CUST_0359,2.0,6.0,1433.29,36.4,0.0,23.1,0.11,1,3
CUST_0360,5.8,3.5,1361.84,29.5,0.95,40.1,0.07,18,15
CUST_0361,4.7,8.9,2158.63,33.2,0.01,22.5,0.1,2,11
CUST_0362,5.2,18.9,3678.01,24.7,0.0,18.1,0.3,10,21
CUST_0363,2.0,2.9,467.35,55.7,0.31,34.2,0.17,18,38
CUST_0364,9.4,7.1,1425.66,29.5,0.0,33.0,0.22,16,17
CUST_0365,5.2,3.2,1099.03,26.5,0.95,40.5,0.08,8,12
CUST_0366,8.7,7.5,1428.45,25.5,0.0,33.3,0.12,20,17
CUST_0367,0.4,2.6,437.33,58.5,0.95,38.8,0.25,27,26
CUST_0368,7.2,4.5,1661.05,25.6,0.6,42.6,0.11,27,12
CUST_0369,1.1,3.4,346.85,61.0,0.0,36.2,0.45,10,41
CUST_0370,4.3,4.5,422.73,78.1,0.95,50.0,0.43,28,37
CUST_0371,15.2,21.7,6398.93,38.2,0.0,39.3,0.15,13,5
CUST_0372,5.5,3.3,1390.99,18.7,0.4,31.9,0.19,12,17
CUST_0373,0.2,1.8,342.78,46.9,0.95,28.0,0.0,19,23
CUST_0374,2.7,4.2,506.08,48.4,0.0,25.5,0.5,8,40
CUST_0375,15.7,24.4,7696.87,35.5,0.0,31.3,0.44,17,4
CUST_0376,0.2,1.8,503.8,40.6,0.0,22.4,0.15,7,27
CUST_0377,9.9,6.1,1538.81,33.8,0.54,48.6,0.06,33,20
CUST_0378,3.4,3.2,475.35,68.0,0.95,41.0,0.5,20,37
CUST_0379,16.3,24.6,6960.03,52.3,0.5,42.7,0.16,32,9
CUST_0380,1.0,3.2,281.19,47.6,0.0,29.1,0.32,1,36
CUST_0381,5.8,3.3,1541.41,17.8,0.95,30.9,0.13,18,10
CUST_0382,0.5,1.6,79.74,39.5,0.0,15.9,0.31,1,37
CUST_0383,10.1,7.7,1577.32,41.1,0.3,47.3,0.07,34,18
CUST_0384,6.8,2.7,1609.89,27.9,0.95,38.1,0.04,28,22
CUST_0385,19.2,26.6,6959.35,57.2,0.95,47.2,0.02,40,10
CUST_0386,5.1,21.8,4508.52,30.0,0.95,15.0,0.16,30,17
CUST_0387,1.1,2.6,233.05,53.5,0.21,37.4,0.39,1,31
CUST_0388,9.8,7.6,1404.56,28.9,0.17,54.9,0.0,27,16
CUST_0389,10.0,7.0,1527.28,37.3,0.65,40.6,0.08,28,13
CUST_0390,8.9,7.0,1591.08,37.9,0.32,40.2,0.1,31,11
CUST_0391,0.2,1.0,254.25,38.1,0.0,23.9,0.05,1,23
CUST_0392,0.5,1.9,249.39,61.9,0.0,38.9,0.36,1,39
CUST_0393,9.7,7.3,1450.59,26.3,0.0,31.9,0.21,15,19
CUST_0394,3.7,4.6,531.45,83.5,0.95,45.2,0.36,45,32
CUST_0395,0.9,1.7,168.87,64.9,0.95,37.4,0.41,1,29
CUST_0396,1.2,3.0,282.21,59.5,0.95,36.0,0.15,10,37
CUST_0397,6.8,5.2,1233.14,22.2,0.23,38.5,0.06,11,7
CUST_0398,6.0,2.1,1449.41,22.5,0.95,37.2,0.09,21,22
CUST_0399,7.2,5.0,1468.59,25.8,0.0,27.1,0.26,13,14
CUST_0400,4.8,8.4,1873.22,35.3,0.95,28.8,0.11,17,8
CUST_0401,4.3,3.6,1207.95,27.2,0.0,29.7,0.39,3,18
CUST_0402,5.7,8.9,1782.88,34.2,0.66,25.1,0.03,4,11
CUST_0403,0.7,3.3,455.68,36.2,0.0,24.7,0.0,24,40
CUST_0404,5.1,20.2,3661.77,25.4,0.53,14.7,0.27,31,20
CUST_0405,1.7,18.5,3625.73,19.7,0.0,17.7,0.0,23,16
CUST_0406,0.5,2.4,378.45,49.7,0.39,32.3,0.09,21,34
CUST_0407,15.1,25.5,6746.49,43.3,0.0,47.4,0.1,32,11
CUST_0408,0.4,12.3,3716.98,20.5,0.67,14.3,0.09,18,21
CUST_0409,2.3,1.0,1094.54,14.3,0.0,25.3,0.31,1,16
CUST_0410,2.2,4.8,892.81,48.3,0.0,26.2,0.0,48,53
CUST_0411,0.6,2.9,237.18,50.0,0.0,31.6,0.0,1,42
CUST_0412,16.4,23.0,6239.27,41.0,0.5,32.5,0.11,24,11
CUST_0413,0.9,1.6,156.27,58.5,0.95,36.9,0.5,1,25
CUST_0414,16.5,26.9,7257.81,59.9,0.84,57.2,0.0,40,8
CUST_0415,12.9,22.2,6344.97,34.3,0.6,36.0,0.12,21,4
CUST_0416,4.4,2.2,1184.06,22.7,0.95,31.0,0.15,9,24
CUST_0417,0.2,2.7,454.47,52.3,0.0,28.8,0.1,29,34
CUST_0418,9.8,17.2,6095.24,31.9,0.31,34.5,0.13,9,3
CUST_0419,1.3,3.5,582.97,54.0,0.0,34.4,0.46,25,26
CUST_0420,12.0,18.3,6122.94,35.7,0.26,41.2,0.0,12,9
CUST_0421,12.5,19.3,6131.57,39.1,0.18,38.9,0.12,16,6
CUST_0422,0.2,2.3,399.28,51.3,0.0,22.1,0.0,14,34
CUST_0423,6.5,4.4,1380.87,26.1,0.95,36.5,0.03,19,13
CUST_0424,7.0,4.9,1472.61,25.9,0.69,33.7,0.1,20,15
CUST_0425,8.5,4.1,1567.59,33.6,0.95,41.8,0.0,31,18
CUST_0426,10.6,7.2,1381.28,45.8,0.95,56.7,0.0,42,16
CUST_0427,6.4,4.9,1096.03,27.8,0.95,34.1,0.04,9,19
CUST_0428,11.9,18.4,7090.1,28.2,0.0,27.7,0.28,8,3
CUST_0429,11.3,7.4,1777.27,32.1,0.95,43.8,0.0,37,18
CUST_0430,14.0,20.5,5016.5,50.9,0.72,43.4,0.03,18,9
CUST_0431,3.8,16.4,3693.89,23.5,0.95,25.9,0.46,28,15
CUST_0432,19.0,26.0,6545.3,51.0,0.46,50.6,0.0,35,13
CUST_0433,4.3,7.4,1675.64,31.7,0.13,36.3,0.24,9,12
CUST_0434,11.4,8.0,1912.06,37.8,0.95,37.4,0.01,41,22
CUST_0435,9.5,6.1,1555.58,39.0,0.95,40.2,0.0,33,20
CUST_0436,7.2,4.2,1381.58,24.4,0.95,32.9,0.02,15,16
CUST_0437,9.8,5.6,1214.44,31.0,0.5,37.8,0.06,17,18
CUST_0438,2.3,3.8,326.89,38.9,0.0,20.2,0.5,1,37
CUST_0439,0.2,1.0,295.08,32.3,0.0,19.2,0.2,1,19
CUST_0440,8.7,6.1,1486.08,35.9,0.95,37.5,0.01,28,8
CUST_0441,12.8,19.4,5617.68,53.1,0.7,45.1,0.07,23,13
CUST_0442,0.2,1.8,419.72,27.2,0.0,20.0,0.23,1,24
CUST_0443,2.4,3.6,327.17,59.5,0.95,31.7,0.03,19,40
CUST_0444,1.7,2.2,296.05,64.8,0.37,40.2,0.5,10,33
CUST_0445,0.3,3.2,373.3,44.2,0.0,25.4,0.31,1,37
CUST_0446,12.5,21.5,7353.44,57.1,0.95,53.9,0.0,37,5
CUST_0447,1.9,3.3,545.15,59.2,0.42,31.3,0.23,29,39
CUST_0448,3.8,7.9,1688.39,26.8,0.0,12.5,0.0,1,2
CUST_0449,18.8,27.4,6541.82,71.6,0.95,61.6,0.0,59,9
CUST_0450,1.2,14.8,3221.5,22.2,0.0,18.8,0.07,21,3
CUST_0451,4.9,7.7,1773.85,36.3,0.0,31.4,0.14,1,20
CUST_0452,6.7,5.8,1374.44,22.8,0.0,28.2,0.34,15,11
CUST_0453,5.4,8.8,1309.63,23.7,0.0,19.2,0.04,1,19
CUST_0454,0.2,1.0,300.18,40.9,0.0,27.5,0.0,14,21
CUST_0455,2.9,3.4,363.71,62.3,0.95,34.5,0.5,14,33
CUST_0456,8.4,14.2,5803.11,33.5,0.95,41.7,0.0,5,5
CUST_0457,6.1,4.7,1060.64,35.8,0.95,40.8,0.0,17,14
CUST_0458,16.4,26.0,5883.79,52.4,0.0,55.1,0.0,33,8
CUST_0459,15.3,23.9,6606.26,50.7,0.85,39.1,0.12,30,10
CUST_0460,16.9,25.8,6400.25,62.3,0.63,55.5,0.05,37,9
CUST_0461,10.8,7.1,1573.19,29.0,0.0,40.0,0.1,28,22
CUST_0462,14.4,21.9,6062.52,32.1,0.0,32.1,0.38,4,3
CUST_0463,11.0,19.2,5173.42,38.3,0.0,30.5,0.47,8,8
CUST_0464,13.0,18.2,6068.31,38.2,0.95,42.4,0.0,15,8
CUST_0465,7.7,3.2,1782.53,21.7,0.54,29.3,0.29,28,9
CUST_0466,0.2,2.2,314.12,57.3,0.76,30.6,0.0,10,33
CUST_0467,4.5,1.4,1383.03,30.7,0.95,40.3,0.0,19,10
CUST_0468,7.6,6.1,1611.63,30.5,0.0,37.6,0.16,24,14
CUST_0469,14.0,24.9,7380.86,48.6,0.0,38.0,0.4,31,8
CUST_0470,5.3,20.9,3421.0,21.6,0.0,16.9,0.31,24,20
CUST_0471,5.5,3.1,1388.09,31.8,0.95,39.6,0.11,23,15
CUST_0472,0.2,1.0,261.24,62.1,0.0,39.7,0.28,6,27
CUST_0473,2.8,3.8,416.41,49.1,0.49,28.5,0.32,7,39
CUST_0474,14.5,20.8,6148.1,37.4,0.0,39.9,0.06,16,6
CUST_0475,2.1,13.4,3497.81,20.5,0.95,11.7,0.13,13,28
CUST_0476,7.2,21.8,4244.73,31.5,0.95,18.6,0.44,27,25
CUST_0477,4.2,22.3,3974.74,22.2,0.95,19.2,0.26,31,20
CUST_0478,6.7,12.1,2171.36,35.5,0.08,28.1,0.02,14,7
CUST_0479,3.8,1.0,1195.09,21.7,0.95,27.8,0.18,3,17
CUST_0480,9.4,7.8,1317.07,36.4,0.95,41.4,0.0,25,15
CUST_0481,2.4,15.6,3447.12,12.9,0.0,12.0,0.27,4,18
CUST_0482,15.1,24.2,6497.9,42.0,0.0,44.7,0.11,16,4
CUST_0483,0.2,1.3,445.3,23.3,0.0,22.2,0.0,5,33
CUST_0484,0.8,15.3,4058.81,17.2,0.0,17.3,0.0,20,25
CUST_0485,2.7,9.4,2995.38,19.8,0.95,12.9,0.28,6,24
CUST_0486,7.7,26.0,3969.73,26.8,0.0,19.5,0.49,35,28
CUST_0487,3.0,4.2,322.45,47.4,0.13,28.8,0.5,2,44
CUST_0488,2.3,17.3,3418.95,10.9,0.0,12.0,0.11,3,19
CUST_0489,20.5,29.3,6996.3,47.3,0.0,46.4,0.22,37,8
CUST_0490,5.4,8.0,1672.03,35.7,0.95,32.7,0.28,10,18
CUST_0491,8.5,5.1,1478.92,29.2,0.8,36.2,0.12,23,13
CUST_0492,0.2,1.6,247.59,34.7,0.95,24.2,0.0,14,39
CUST_0493,5.5,9.7,1547.82,35.1,0.9,30.8,0.2,5,9
CUST_0494,5.4,10.0,2319.3,20.5,0.0,21.2,0.14,5,11
CUST_0495,2.3,3.8,483.58,37.0,0.95,23.0,0.0,15,38
CUST_0496,6.5,3.1,1167.21,34.8,0.95,37.9,0.13,17,14
CUST_0497,15.4,23.6,6666.77,46.4,0.95,44.0,0.15,33,5
CUST_0498,4.5,5.0,466.89,65.2,0.76,33.3,0.5,15,44
CUST_0499,14.1,23.9,7483.03,46.5,0.95,35.7,0.31,33,6
CUST_0500,7.3,18.2,3761.48,39.6,0.95,26.0,0.5,48,24
CUST_0501,1.5,3.2,436.7,65.2,0.0,34.8,0.41,15,27
CUST_0502,8.9,6.6,1492.13,20.0,0.0,31.2,0.09,14,21
CUST_0503,10.5,8.0,1704.48,34.7,0.0,40.7,0.1,28,17
CUST_0504,5.5,9.3,1399.95,38.6,0.95,27.1,0.08,13,6
CUST_0505,10.8,19.7,6194.65,35.2,0.0,40.3,0.14,15,9
CUST_0506,2.9,3.9,491.55,73.2,0.95,34.0,0.5,26,34
CUST_0507,5.9,23.7,3372.59,25.3,0.0,19.6,0.35,21,18
CUST_0508,8.1,5.0,1723.34,28.2,0.0,33.6,0.19,24,20
CUST_0509,0.6,12.4,3755.49,28.1,0.95,24.2,0.2,25,17
CUST_0510,11.4,7.9,1531.52,35.7,0.39,43.6,0.02,27,16
CUST_0511,6.9,25.0,4489.53,19.7,0.0,18.5,0.35,24,14
CUST_0512,16.0,24.2,7068.05,34.9,0.0,31.4,0.46,13,5
CUST_0513,5.8,5.7,880.11,22.8,0.0,33.8,0.14,5,13
CUST_0514,0.4,2.0,291.8,48.9,0.95,29.7,0.26,15,31
CUST_0515,12.3,8.4,1634.55,34.9,0.06,37.6,0.04,33,15
CUST_0516,1.9,16.5,3027.87,20.6,0.0,10.8,0.0,13,24
CUST_0517,4.9,2.8,1463.73,19.9,0.34,32.6,0.13,12,12
CUST_0518,13.6,20.9,6206.83,30.9,0.0,29.9,0.39,9,4
CUST_0519,3.1,4.1,599.23,39.3,0.0,22.1,0.5,8,40
CUST_0520,0.2,1.8,337.67,37.0,0.0,20.8,0.0,6,32
CUST_0521,16.8,25.4,7054.14,53.9,0.0,43.2,0.31,35,9
CUST_0522,6.2,4.7,1169.45,29.0,0.11,27.9,0.28,9,12
CUST_0523,2.1,3.3,397.32,46.9,0.67,27.4,0.32,9,31
CUST_0524,7.6,5.3,1564.25,9.9,0.0,25.0,0.31,7,13
CUST_0525,8.4,5.1,1299.96,39.0,0.95,42.7,0.0,24,20
CUST_0526,3.3,3.9,425.68,85.7,0.95,50.6,0.35,31,40
CUST_0527,3.7,7.6,1938.76,40.7,0.0,28.4,0.07,1,7
CUST_0528,2.2,3.1,429.48,54.4,0.0,30.7,0.5,9,43
CUST_0529,2.7,2.7,533.0,56.1,0.34,27.8,0.3,23,43
CUST_0530,5.8,21.8,3682.76,25.1,0.0,18.8,0.36,30,28
CUST_0531,2.2,3.1,374.81,77.9,0.21,39.2,0.5,20,39
CUST_0532,8.4,6.3,1191.08,27.5,0.0,29.2,0.31,9,16
CUST_0533,3.7,4.1,839.64,15.9,0.0,29.8,0.24,1,7
CUST_0534,5.0,8.2,1831.98,36.4,0.95,22.3,0.21,5,17
CUST_0535,16.7,23.3,7006.73,61.5,0.95,55.1,0.0,45,14
CUST_0536,2.5,19.8,3696.99,17.3,0.82,9.8,0.19,20,16
CUST_0537,0.8,2.1,406.14,33.7,0.75,23.4,0.0,26,45
CUST_0538,5.0,7.7,1457.38,27.9,0.03,27.3,0.16,1,15
CUST_0539,1.2,3.2,432.9,37.1,0.0,17.2,0.14,6,37
CUST_0540,7.0,4.5,1313.38,25.8,0.72,35.4,0.08,17,11
CUST_0541,0.2,2.3,408.31,46.9,0.0,32.6,0.1,8,24
CUST_0542,1.2,4.0,487.39,44.5,0.0,29.2,0.48,16,31
CUST_0543,10.5,19.0,7225.41,33.9,0.95,38.8,0.0,20,7
CUST_0544,1.8,3.4,417.73,50.7,0.0,31.4,0.5,1,28
CUST_0545,8.8,4.7,1357.16,31.8,0.95,36.4,0.0,13,18
CUST_0546,6.6,5.4,1589.6,20.1,0.0,24.1,0.36,15,10
CUST_0547,16.4,22.1,6278.51,52.1,0.95,46.9,0.0,26,7
CUST_0548,0.2,8.1,3005.51,18.5,0.95,17.4,0.15,8,15
CUST_0549,5.4,15.8,4077.36,21.9,0.95,18.1,0.41,12,22
CUST_0550,7.3,5.0,1326.06,25.2,0.0,36.6,0.14,15,14
CUST_0551,1.2,3.0,462.77,47.7,0.0,27.3,0.41,2,44
CUST_0552,0.2,9.1,2811.85,23.5,0.95,22.1,0.0,16,16
CUST_0553,13.1,21.3,7097.67,45.1,0.52,35.6,0.18,22,8
CUST_0554,6.5,7.0,711.78,63.5,0.95,36.0,0.38,55,67
CUST_0555,14.7,21.7,6113.71,44.8,0.0,40.1,0.2,23,8
CUST_0556,5.2,17.5,4184.34,24.5,0.95,19.3,0.42,27,23
CUST_0557,7.6,6.7,1149.77,32.3,0.0,34.7,0.07,13,14
CUST_0558,13.6,21.1,6392.23,52.9,0.95,51.2,0.04,29,8
CUST_0559,13.2,17.7,5436.89,46.3,0.95,41.4,0.0,24,7
CUST_0560,2.6,2.8,1186.21,18.1,0.0,25.4,0.37,1,8
CUST_0561,3.4,6.6,1666.63,40.3,0.95,31.7,0.29,4,6
CUST_0562,1.1,3.4,439.22,56.8,0.01,35.4,0.12,18,37
CUST_0563,4.0,5.1,653.0,74.8,0.95,43.7,0.12,48,52
CUST_0564,3.8,1.0,1345.48,30.3,0.95,37.2,0.12,19,16
CUST_0565,14.2,22.4,6279.18,32.4,0.0,30.7,0.31,16,9
CUST_0566,0.8,2.7,390.9,51.6,0.0,25.6,0.23,1,28
CUST_0567,0.2,1.4,477.54,39.0,0.0,23.1,0.33,15,26
CUST_0568,11.1,8.8,1653.58,28.9,0.0,33.8,0.19,20,20
CUST_0569,7.3,5.1,1402.11,21.7,0.81,32.1,0.04,11,12
CUST_0570,4.9,21.8,3714.65,29.2,0.74,18.6,0.31,34,30
CUST_0571,5.8,5.0,1093.99,22.5,0.0,29.2,0.13,1,12
CUST_0572,12.3,18.6,7345.93,39.4,0.95,40.9,0.0,20,8
CUST_0573,4.4,8.3,1595.77,41.7,0.46,29.0,0.2,2,16
CUST_0574,9.4,5.9,1553.89,32.3,0.95,35.3,0.08,30,16
CUST_0575,0.2,1.3,194.45,70.7,0.0,41.2,0.35,1,29
CUST_0576,15.6,24.4,6586.27,50.5,0.03,44.4,0.15,29,5
CUST_0577,7.4,4.9,1765.21,30.9,0.95,37.8,0.14,34,13
CUST_0578,12.0,7.8,2060.42,36.6,0.95,37.1,0.0,42,15
CUST_0579,3.1,2.2,1287.96,15.0,0.0,20.2,0.3,2,16
CUST_0580,14.7,21.3,6418.66,46.3,0.86,45.6,0.06,24,6
CUST_0581,7.8,15.9,6899.47,39.1,0.95,38.5,0.0,16,1
CUST_0582,15.3,21.8,6818.34,49.0,0.95,41.8,0.03,25,1
CUST_0583,1.7,12.8,3148.36,14.6,0.0,9.8,0.08,2,17
CUST_0584,4.8,8.2,1911.74,35.5,0.0,25.6,0.0,4,9
CUST_0585,12.4,21.2,6933.28,46.4,0.95,46.4,0.0,33,10
CUST_0586,3.2,4.2,467.97,53.9,0.95,30.2,0.0,21,52
CUST_0587,2.0,19.9,4192.59,17.2,0.0,13.0,0.0,28,34
CUST_0588,3.7,4.9,499.78,73.5,0.95,40.5,0.5,39,37
CUST_0589,7.6,5.6,1421.19,33.1,0.12,34.2,0.16,21,11
CUST_0590,1.5,2.1,388.7,53.2,0.47,36.0,0.5,17,36
CUST_0591,6.3,9.7,1896.54,47.3,0.0,38.8,0.1,6,17
CUST_0592,6.1,9.7,1755.46,22.9,0.0,17.5,0.03,2,20
CUST_0593,0.2,14.6,3847.23,14.1,0.95,17.4,0.0,7,14
CUST_0594,0.2,1.0,246.54,53.2,0.95,36.0,0.23,16,13
CUST_0595,7.8,4.4,1597.57,22.9,0.75,35.0,0.17,27,16
CUST_0596,12.6,21.7,7222.18,40.2,0.95,37.4,0.01,24,3
CUST_0597,0.2,2.4,464.72,57.3,0.0,27.4,0.5,24,26
CUST_0598,6.6,5.8,1363.89,30.0,0.07,33.8,0.13,15,10
CUST_0599,3.0,4.4,546.31,46.6,0.0,22.9,0.5,14,42
CUST_0600,9.4,5.5,1803.99,31.7,0.95,38.9,0.03,36,18
CUST_0601,5.8,2.5,1393.69,29.7,0.95,28.3,0.15,11,15
CUST_0602,7.2,2.8,1449.2,31.3,0.95,45.8,0.0,30,19
CUST_0603,11.3,16.6,5750.54,22.9,0.0,22.1,0.35,1,4
CUST_0604,2.4,3.4,308.69,45.0,0.0,32.5,0.43,1,54
CUST_0605,8.9,6.4,1244.06,30.8,0.81,35.3,0.0,13,21
CUST_0606,1.7,2.6,331.68,50.3,0.78,25.2,0.47,5,35
CUST_0607,10.2,6.0,1680.32,31.9,0.0,37.0,0.18,29,26
CUST_0608,0.8,3.3,702.62,38.3,0.0,21.4,0.0,31,33
CUST_0609,3.9,7.1,1797.04,24.6,0.74,35.7,0.29,8,8
CUST_0610,1.5,3.7,595.91,68.7,0.95,36.1,0.0,42,36
CUST_0611,5.2,8.5,1479.47,43.3,0.95,31.0,0.18,7,10
CUST_0612,12.1,18.0,6506.62,44.3,0.95,44.7,0.0,17,7
CUST_0613,5.1,19.8,3768.13,29.6,0.95,20.8,0.44,32,17
CUST_0614,9.3,7.5,1138.48,37.2,0.77,35.0,0.0,15,15
CUST_0615,8.7,7.3,1395.89,29.8,0.0,32.0,0.22,19,15
CUST_0616,3.9,8.2,1488.95,22.9,0.0,25.2,0.22,4,8
CUST_0617,0.2,1.0,322.67,38.5,0.0,27.7,0.0,5,26
CUST_0618,7.5,4.7,1473.37,24.1,0.0,39.2,0.18,22,13
CUST_0619,14.8,21.3,7344.26,40.0,0.95,51.1,0.0,26,10
CUST_0620,13.7,22.8,6317.84,42.3,0.95,36.2,0.14,32,9
CUST_0621,8.6,11.6,1948.11,40.0,0.95,27.0,0.24,14,24
CUST_0622,18.2,25.9,7202.31,57.3,0.95,42.9,0.14,41,7
CUST_0623,1.5,1.8,406.92,45.9,0.0,24.7,0.5,5,34
CUST_0624,3.1,3.9,324.96,58.2,0.95,34.5,0.5,20,41
CUST_0625,2.3,16.0,4462.31,21.0,0.95,17.7,0.18,25,16
CUST_0626,0.2,2.4,328.56,38.3,0.73,25.2,0.0,14,32
CUST_0627,10.1,7.6,1442.49,31.8,0.0,38.5,0.06,21,18
CUST_0628,6.0,4.7,1268.0,17.5,0.0,34.4,0.29,5,9
CUST_0629,4.0,4.0,505.49,51.7,0.0,22.4,0.35,14,51
CUST_0630,11.5,20.6,7196.18,45.9,0.95,44.5,0.02,28,10
CUST_0631,5.3,1.9,1415.24,18.8,0.95,36.9,0.05,18,21
CUST_0632,3.3,12.0,3803.16,23.8,0.95,11.5,0.29,24,15
CUST_0633,5.1,22.3,4323.03,24.9,0.0,17.5,0.36,30,26
CUST_0634,3.6,16.7,3409.2,19.2,0.0,15.0,0.16,15,20
CUST_0635,1.7,12.4,3214.54,24.1,0.84,18.9,0.18,17,20
CUST_0636,13.2,20.7,6899.89,48.5,0.95,47.5,0.0,32,6
CUST_0637,2.3,4.8,1759.38,31.2,0.0,19.3,0.0,1,7
CUST_0638,3.3,1.9,747.35,26.4,0.95,29.6,0.22,3,17
CUST_0639,5.9,19.5,3688.99,22.9,0.16,15.9,0.49,14,18
CUST_0640,5.0,4.1,1089.01,20.4,0.0,33.3,0.26,9,20
CUST_0641,0.9,1.7,210.88,70.8,0.95,37.2,0.5,10,25
CUST_0642,0.2,1.1,400.09,40.0,0.39,18.8,0.08,14,17
CUST_0643,0.2,1.0,317.85,36.9,0.0,25.3,0.3,1,24
CUST_0644,1.1,14.5,3168.85,16.5,0.95,19.5,0.16,23,20
CUST_0645,6.4,3.1,1353.66,25.8,0.95,31.2,0.11,16,9
CUST_0646,5.2,3.6,1250.13,18.0,0.0,30.5,0.19,10,11
CUST_0647,4.8,8.9,1676.17,35.8,0.95,19.9,0.08,6,5
CUST_0648,8.9,17.3,5530.94,38.9,0.95,35.0,0.14,14,3
CUST_0649,10.4,5.6,1545.9,36.4,0.95,48.5,0.0,35,22
CUST_0650,0.2,1.8,418.49,47.2,0.0,27.3,0.0,4,35
CUST_0651,4.4,5.2,600.25,56.0,0.95,29.3,0.42,32,44
CUST_0652,16.0,25.1,6550.5,55.7,0.95,53.3,0.0,40,12
CUST_0653,4.0,7.2,1679.7,27.1,0.14,19.7,0.09,1,12
CUST_0654,4.9,18.5,3889.94,18.5,0.0,14.2,0.35,20,20
CUST_0655,3.2,18.0,3910.63,23.1,0.95,15.1,0.18,19,23
CUST_0656,4.5,18.9,3897.66,21.9,0.08,20.5,0.44,17,21
CUST_0657,7.4,4.5,1066.13,26.6,0.66,27.8,0.09,4,12
CUST_0658,4.6,19.0,3902.15,29.9,0.95,19.2,0.47,29,16
CUST_0659,3.6,1.0,1357.21,27.9,0.95,35.5,0.13,13,14
CUST_0660,4.0,7.3,1405.08,53.1,0.95,25.8,0.21,1,11
CUST_0661,9.5,6.8,1386.96,35.5,0.0,33.4,0.16,17,21
CUST_0662,6.5,21.4,4203.6,18.1,0.0,14.9,0.41,15,25
CUST_0663,2.3,4.2,440.56,57.5,0.95,30.4,0.0,24,45
CUST_0664,13.9,24.3,6544.3,39.7,0.0,41.9,0.01,25,8
CUST_0665,17.6,24.7,6959.51,45.4,0.0,43.0,0.22,25,8
CUST_0666,3.7,18.5,4149.44,14.2,0.0,3.1,0.0,15,27
CUST_0667,2.4,15.7,4454.81,21.2,0.0,18.6,0.19,20,22
CUST_0668,7.5,16.1,5721.3,37.4,0.95,42.6,0.05,16,5
CUST_0669,1.2,2.6,401.56,42.2,0.31,23.1,0.06,11,33
CUST_0670,0.2,1.0,275.85,27.7,0.0,22.5,0.0,1,19
CUST_0671,5.7,4.6,224.54,63.8,0.95,35.4,0.5,1,45
CUST_0672,4.1,5.0,604.42,61.9,0.0,31.1,0.2,25,51
CUST_0673,7.0,3.3,1540.57,30.9,0.95,33.0,0.15,26,10
CUST_0674,5.0,17.5,4031.04,23.5,0.86,22.6,0.46,20,25
CUST_0675,9.3,7.2,1593.11,29.1,0.0,33.6,0.12,26,20
CUST_0676,5.0,16.2,3372.48,28.4,0.95,20.6,0.5,20,17
CUST_0677,7.8,5.0,1397.54,24.0,0.15,32.1,0.1,15,23
CUST_0678,8.3,6.1,1209.12,28.9,0.0,39.6,0.01,13,18
CUST_0679,1.2,3.2,442.12,69.1,0.89,36.9,0.5,24,28
CUST_0680,0.7,2.3,469.71,50.7,0.0,31.3,0.0,17,38
CUST_0681,2.8,18.2,4080.83,25.6,0.95,19.3,0.23,31,20
CUST_0682,1.9,3.3,533.44,76.9,0.09,35.6,0.1,19,28
CUST_0683,5.8,9.2,2098.24,44.9,0.82,34.4,0.19,7,14
CUST_0684,8.4,5.0,1459.47,27.2,0.0,39.6,0.07,20,11
CUST_0685,5.9,3.2,1552.58,19.0,0.2,34.8,0.15,17,16
CUST_0686,0.2,1.7,312.69,39.8,0.3,24.4,0.0,7,23
CUST_0687,9.0,5.7,1674.81,34.6,0.95,38.0,0.0,32,17
CUST_0688,1.9,3.0,515.5,62.9,0.95,37.9,0.5,22,20
CUST_0689,0.2,1.2,364.53,29.6,0.0,13.8,0.0,6,32
CUST_0690,7.3,5.8,1290.95,32.6,0.95,38.9,0.04,24,14
CUST_0691,0.2,9.7,3510.75,17.4,0.0,12.5,0.0,15,11
CUST_0692,3.4,20.2,4131.09,21.5,0.15,14.9,0.01,33,22
CUST_0693,5.7,2.7,1283.83,23.0,0.52,22.3,0.26,9,19
CUST_0694,0.5,1.6,329.37,44.3,0.0,25.4,0.25,6,30
CUST_0695,3.6,5.4,1849.21,29.3,0.28,19.6,0.18,7,20
CUST_0696,1.9,21.3,3872.24,17.3,0.0,5.6,0.0,29,10
CUST_0697,3.1,4.0,527.79,43.2,0.0,22.6,0.29,19,48
CUST_0698,4.9,16.1,3248.43,30.0,0.91,19.3,0.37,24,27
CUST_0699,0.3,2.2,396.18,50.1,0.0,26.5,0.35,11,25
