application_id,application_date,loan_amount,annual_income,employment_years,job_stability_score,credit_score,credit_utilization,payment_history_score,open_credit_lines,debt_to_income_ratio,savings_ratio,asset_value,age,education_level,marital_status,residential_stability,loan_status
APP_1165,2022-09-16,85199.37,29508.53,2.5,0.011,608,0.899,0.232,2,0.881,0.01,3257.5,44,High School,Married,5.0,1
APP_747,2022-09-16,276548.46,62119.91,10.2,0.794,714,0.15,0.866,2,0.194,0.476,62580.85,45,High School,Married,4.8,0
APP_2267,2022-09-17,387498.26,36818.94,2.0,0.166,652,0.792,0.307,2,0.858,0.106,34287.29,33,High School,Single,1.7,1
APP_1473,2022-09-18,23192.26,34662.35,2.0,0.276,563,0.783,0.279,1,0.49,0.014,50783.62,18,Bachelors,Widowed,3.3,1
APP_751,2022-09-18,68898.39,97098.09,8.0,0.826,765,0.35,0.829,5,0.484,0.462,372239.74,45,Bachelors,Married,3.9,0
APP_2118,2022-09-18,39062.47,62465.73,6.6,0.168,617,0.682,0.091,5,0.761,0.173,70919.27,34,Bachelors,Widowed,5.2,1
APP_969,2022-09-18,201598.9,61479.45,12.7,0.868,655,0.485,0.892,4,0.282,0.402,69053.79,54,High School,Married,10.7,0
APP_2441,2022-09-19,245589.78,62566.97,9.7,0.82,675,0.079,0.898,6,0.358,0.516,230643.8,45,Bachelors,Divorced,9.6,0
APP_1759,2022-09-19,500000.0,101696.88,6.0,0.701,641,0.161,0.738,3,0.546,0.343,353138.48,51,Bachelors,Widowed,8.6,0
APP_182,2022-09-20,68216.8,34774.81,3.4,0.281,600,0.799,0.235,2,0.847,0.058,22513.65,50,High School,Married,2.9,1
APP_1828,2022-09-20,58844.24,47384.35,2.0,0.159,702,0.86,0.147,1,0.622,0.028,28213.12,23,Associates,Divorced,1.0,1
APP_1678,2022-09-20,64343.57,75128.83,3.2,0.3,562,0.643,0.435,1,0.791,0.01,66510.03,40,Associates,Divorced,5.0,1
APP_304,2022-09-21,190335.38,72346.7,6.6,0.711,749,0.558,0.626,4,0.404,0.349,660447.46,30,Masters,Married,9.9,0
APP_2289,2022-09-22,390520.67,42911.78,10.8,0.948,746,0.11,0.895,4,0.469,0.134,109557.81,46,Associates,Divorced,5.7,0
APP_2381,2022-09-22,30253.06,94823.97,8.4,0.625,697,0.187,0.871,2,0.304,0.374,143030.12,42,Associates,Married,6.5,0
APP_423,2022-09-22,500000.0,77925.67,0.8,0.203,556,0.791,0.131,1,0.835,0.111,12216.35,41,Masters,Married,2.4,1
APP_1780,2022-09-23,41650.5,57869.13,4.6,0.733,783,0.039,0.933,3,0.106,0.451,270631.28,47,Bachelors,Married,4.4,0
APP_1130,2022-09-23,250919.84,96341.58,8.7,0.809,674,0.016,0.954,4,0.199,0.426,62272.95,48,Doctorate,Married,4.8,0
APP_1010,2022-09-25,32553.52,47786.92,10.9,0.938,765,0.195,0.961,6,0.395,0.472,81402.83,54,Associates,Married,2.2,0
APP_2237,2022-09-25,313133.42,46507.23,8.1,0.854,764,0.109,0.87,7,0.389,0.614,285840.16,57,Masters,Married,7.0,0
APP_2400,2022-09-25,272046.76,96437.64,12.7,0.694,720,0.126,0.918,3,0.106,0.34,129803.01,36,High School,Divorced,8.6,0
APP_573,2022-09-25,89310.51,37559.98,0.2,0.244,559,0.676,0.258,1,0.845,0.019,16327.37,26,Associates,Single,1.3,1
APP_2278,2022-09-26,107660.15,110481.39,7.5,0.858,723,0.11,0.797,6,0.259,0.385,99782.8,58,Bachelors,Married,6.6,0
APP_317,2022-09-26,22316.27,29188.02,3.2,0.138,603,0.59,0.274,2,0.692,0.012,9221.19,39,Bachelors,Single,4.4,1
APP_058,2022-09-27,37532.25,71426.32,2.6,0.294,541,0.828,0.381,3,0.715,0.004,38608.51,38,Associates,Single,4.5,1
APP_768,2022-09-27,91470.38,37678.99,3.6,0.253,594,0.874,0.109,2,0.444,0.158,4315.14,28,High School,Married,4.0,1
APP_2359,2022-09-27,137863.36,118071.93,10.7,0.63,672,0.07,0.878,5,0.303,0.405,378854.66,38,Masters,Single,8.7,0
APP_1480,2022-09-27,32031.96,71065.97,9.0,0.949,715,0.076,0.939,0,0.129,0.299,436163.35,56,Bachelors,Married,6.2,0
APP_2139,2022-09-27,41029.31,33589.24,0.4,0.717,741,0.315,0.967,2,0.415,0.574,288360.88,41,Bachelors,Married,10.9,0
APP_2318,2022-09-29,99218.11,33443.89,8.3,0.906,727,0.135,0.943,4,0.562,0.592,176067.46,67,Masters,Married,3.7,0
APP_1128,2022-09-29,13952.75,21809.15,0.0,0.09,334,0.783,0.295,1,0.802,0.137,49280.22,29,Masters,Single,4.0,1
APP_2310,2022-09-30,98987.17,109200.68,4.4,0.915,831,0.115,0.747,2,0.078,0.706,130020.69,32,Bachelors,Widowed,2.7,0
APP_2057,2022-09-30,15689.69,72496.48,8.7,0.709,749,0.219,0.972,7,0.444,0.355,153801.27,42,Associates,Married,3.0,0
APP_1961,2022-09-30,28251.64,39554.08,7.0,0.964,654,0.143,0.926,6,0.222,0.521,421459.05,46,Bachelors,Married,13.0,0
APP_1342,2022-10-01,42893.67,55205.92,1.8,0.231,623,0.696,0.262,5,0.556,0.332,3680.75,35,Bachelors,Married,3.9,1
APP_1058,2022-10-02,78842.32,83933.43,9.7,0.765,682,0.432,0.661,2,0.189,0.585,66937.66,60,Bachelors,Married,9.0,0
APP_1513,2022-10-03,500000.0,94484.39,1.3,0.72,746,0.32,0.994,2,0.143,0.401,164417.26,30,Masters,Divorced,10.1,0
APP_014,2022-10-04,152329.96,80933.3,1.0,0.355,724,0.87,0.13,3,0.837,0.119,27482.37,27,Associates,Single,1.2,1
APP_2206,2022-10-04,72275.45,77203.88,9.3,0.868,617,0.241,0.941,2,0.222,0.307,85176.65,39,Bachelors,Married,10.1,0
APP_1920,2022-10-04,184524.2,81187.84,14.4,0.882,774,0.256,0.983,6,0.22,0.411,176047.5,45,High School,Married,5.0,0
APP_704,2022-10-04,176173.66,75299.9,5.6,0.788,647,0.2,0.94,2,0.344,0.489,175927.58,34,Masters,Divorced,10.4,0
APP_2002,2022-10-05,122884.63,58171.38,13.0,0.719,690,0.041,0.83,4,0.269,0.114,83433.53,44,Masters,Married,4.6,0
APP_1255,2022-10-05,250242.72,90494.04,5.0,0.913,791,0.133,0.817,1,0.157,0.235,129238.43,39,Bachelors,Single,10.9,0
APP_409,2022-10-06,43409.96,96590.14,7.0,0.519,723,0.13,0.975,2,0.134,0.491,170107.24,36,Bachelors,Widowed,6.0,0
APP_2308,2022-10-06,500000.0,101150.52,16.2,0.937,748,0.104,0.896,4,0.336,0.234,240510.36,47,Associates,Single,5.9,0
APP_248,2022-10-07,299976.22,75541.64,8.4,0.752,698,0.097,0.901,5,0.374,0.447,40197.99,39,Bachelors,Married,2.1,0
APP_159,2022-10-07,30761.28,23724.44,10.8,0.691,729,0.238,0.968,2,0.178,0.36,175748.17,47,Bachelors,Single,7.0,0
APP_623,2022-10-08,53983.31,50133.71,10.0,0.78,815,0.255,0.95,4,0.49,0.413,144404.79,25,Bachelors,Divorced,9.7,0
APP_2356,2022-10-08,142682.52,55526.88,6.3,0.791,615,0.025,0.977,3,0.244,0.277,106467.14,37,Associates,Married,8.3,0
APP_1500,2022-10-09,33360.17,17397.69,8.9,0.879,797,0.159,0.883,6,0.196,0.385,158777.06,51,Doctorate,Divorced,8.4,0
APP_1998,2022-10-10,23841.03,70800.51,9.0,0.933,664,0.085,0.892,3,0.48,0.341,38518.57,37,Masters,Married,7.2,0
APP_2443,2022-10-10,91877.24,84098.92,4.2,0.938,760,0.188,0.906,2,0.238,0.414,62538.26,47,Bachelors,Married,5.9,0
APP_2256,2022-10-10,8875.52,75496.45,11.2,0.629,750,0.454,0.99,5,0.322,0.249,20168.54,46,Associates,Married,3.3,0
APP_232,2022-10-11,68564.4,67422.68,9.7,0.543,758,0.423,0.904,5,0.382,0.355,107917.5,34,Associates,Divorced,3.5,0
APP_2366,2022-10-11,41804.02,50918.21,6.6,0.899,746,0.058,0.709,9,0.164,0.448,125076.06,35,Associates,Single,11.4,0
APP_887,2022-10-12,64750.9,48750.09,10.7,0.881,703,0.111,0.912,1,0.236,0.437,27555.32,39,Bachelors,Married,10.2,0
APP_378,2022-10-12,177273.1,34526.29,4.5,0.181,545,0.922,0.261,2,0.786,0.246,25799.6,45,Bachelors,Divorced,2.9,1
APP_910,2022-10-12,500000.0,95038.99,0.6,0.833,741,0.081,0.927,3,0.276,0.441,607662.54,23,Bachelors,Single,13.4,0
APP_1272,2022-10-12,163330.65,95619.21,7.4,0.794,766,0.291,0.998,2,0.187,0.745,216523.88,44,Associates,Single,6.2,0
APP_2380,2022-10-13,26682.15,95060.84,8.6,0.901,758,0.276,0.966,3,0.177,0.128,243830.27,38,Bachelors,Married,0.9,0
APP_1737,2022-10-13,86184.56,51604.24,11.7,0.758,653,0.084,0.982,2,0.595,0.54,675289.35,33,Associates,Married,10.1,0
APP_912,2022-10-13,34345.38,30527.38,2.9,0.123,597,0.72,0.274,2,0.593,0.106,16064.72,25,Associates,Married,3.5,1
APP_1717,2022-10-14,93075.36,98958.05,11.1,0.932,733,0.144,0.969,4,0.049,0.429,97944.04,37,Bachelors,Divorced,4.9,0
APP_1814,2022-10-14,135968.98,83075.91,0.0,0.296,625,0.876,0.569,5,0.678,0.117,30663.58,40,Bachelors,Divorced,1.5,1
APP_1477,2022-10-14,24735.12,111253.19,7.1,0.717,657,0.141,0.924,9,0.24,0.451,109223.78,61,Bachelors,Single,8.4,0
APP_1409,2022-10-15,59784.91,50315.06,1.3,0.225,605,0.85,0.232,0,0.808,0.101,79213.77,38,Bachelors,Married,3.0,1
APP_1685,2022-10-15,145447.34,32255.44,1.1,0.085,522,0.943,0.241,5,0.536,0.016,37417.2,32,High School,Divorced,5.7,1
APP_2315,2022-10-16,92308.87,74883.31,6.1,0.831,694,0.058,0.842,4,0.334,0.106,297851.71,44,Masters,Divorced,7.8,0
APP_808,2022-10-16,55526.1,84492.94,6.8,0.635,754,0.323,0.881,3,0.31,0.336,137016.04,49,Associates,Married,7.0,0
APP_082,2022-10-16,153824.96,32636.5,2.5,0.317,588,0.807,0.508,1,0.54,0.009,15161.81,60,Bachelors,Married,3.8,1
APP_2176,2022-10-16,67214.39,49890.53,5.2,0.912,640,0.147,0.921,4,0.379,0.48,73261.82,46,Masters,Single,9.0,0
APP_1619,2022-10-18,117550.75,73884.16,10.4,0.731,649,0.183,0.997,3,0.355,0.413,232937.97,43,Bachelors,Divorced,9.2,0
APP_1573,2022-10-18,500000.0,109287.07,9.4,0.87,734,0.253,0.815,6,0.284,0.618,721744.27,29,High School,Married,4.3,0
APP_1459,2022-10-20,35100.0,72136.75,1.9,0.014,623,0.625,0.16,2,0.599,0.073,78623.9,33,Bachelors,Divorced,5.2,1
APP_1140,2022-10-20,47557.38,72796.19,3.6,0.494,505,0.776,0.327,0,0.797,0.083,54444.01,23,High School,Single,1.4,1
APP_158,2022-10-21,160887.84,90790.88,8.4,0.833,820,0.307,1.0,5,0.591,0.388,152565.23,51,Masters,Single,6.1,0
APP_1442,2022-10-22,403248.48,33075.91,1.8,0.121,668,0.671,0.394,4,0.773,0.181,301408.85,22,High School,Widowed,5.0,1
APP_1236,2022-10-22,126155.03,121913.75,7.4,0.975,674,0.239,0.964,7,0.323,0.602,177036.95,52,Associates,Married,11.1,0
APP_1045,2022-10-23,36087.33,86093.6,3.8,0.888,765,0.13,0.999,4,0.402,0.479,47400.72,50,Bachelors,Married,6.5,0
APP_780,2022-10-23,207659.24,72601.39,11.5,0.876,712,0.17,0.847,4,0.221,0.654,82144.2,31,Doctorate,Widowed,10.8,0
APP_062,2022-10-23,48486.61,46105.12,6.3,0.055,699,0.884,0.144,3,0.789,0.154,18687.54,35,High School,Single,0.7,1
APP_1633,2022-10-25,5000.0,42067.34,0.3,0.117,660,0.499,0.264,3,0.812,0.096,39143.82,44,High School,Divorced,5.6,1
APP_1475,2022-10-28,500000.0,69966.95,5.5,0.135,475,0.777,0.275,1,0.724,0.013,6851.49,18,Associates,Divorced,3.5,1
APP_1981,2022-10-29,22908.44,83913.96,7.8,0.782,706,0.485,0.83,3,0.255,0.393,45594.93,39,Bachelors,Married,5.2,0
APP_1683,2022-10-29,54060.49,64573.1,7.3,0.664,625,0.308,0.874,3,0.135,0.154,323607.14,43,High School,Single,3.7,0
APP_250,2022-10-29,435111.18,92814.49,12.1,0.828,711,0.222,0.448,7,0.325,0.529,60049.7,51,Bachelors,Married,5.9,0
APP_2020,2022-10-29,42118.96,88069.17,4.3,0.703,684,0.158,0.761,2,0.263,0.241,413003.73,32,Bachelors,Married,7.5,0
APP_835,2022-10-29,26626.95,90190.62,7.2,0.899,694,0.16,0.94,5,0.184,0.395,104503.89,45,Doctorate,Married,9.1,0
APP_1537,2022-10-30,171065.49,71513.69,8.6,0.936,739,0.262,0.975,3,0.17,0.518,854336.79,47,Masters,Married,8.0,0
APP_1301,2022-10-30,177984.05,30927.35,0.0,0.073,410,0.852,0.298,2,0.49,0.029,26619.97,25,High School,Married,4.6,1
APP_657,2022-10-30,19804.67,99055.44,10.9,0.713,750,0.06,0.979,3,0.347,0.327,117389.17,44,Bachelors,Married,6.7,0
APP_1589,2022-10-31,43917.98,68176.71,11.5,0.98,761,0.507,0.847,4,0.206,0.45,66783.4,35,Associates,Married,0.2,0
APP_296,2022-11-01,29934.91,56065.95,2.2,0.768,748,0.817,0.168,5,0.695,0.138,212991.71,23,Bachelors,Single,0.7,1
APP_2162,2022-11-01,25637.39,123444.2,7.1,0.741,734,0.131,0.86,6,0.112,0.529,74958.46,52,Associates,Single,3.3,0
APP_1492,2022-11-01,29210.65,24973.58,8.1,0.584,797,0.301,0.97,7,0.261,0.366,36876.48,50,Masters,Married,7.9,0
APP_1571,2022-11-01,90330.69,39217.35,3.2,0.494,552,0.911,0.085,0,0.595,0.162,238565.93,47,Associates,Married,0.8,1
APP_1269,2022-11-02,11141.42,73526.22,5.6,0.583,720,0.167,0.903,7,0.233,0.489,447889.77,44,High School,Married,4.3,0
APP_2304,2022-11-03,26512.64,96491.79,10.7,0.72,731,0.345,1.0,2,0.155,0.184,169650.72,58,Associates,Married,10.9,0
APP_2234,2022-11-03,126454.03,28530.22,7.2,0.154,438,0.813,0.154,2,0.489,0.028,30521.7,40,Bachelors,Married,3.1,1
APP_1410,2022-11-03,8682.2,16344.91,4.2,0.283,520,0.919,0.279,2,0.359,0.062,20494.05,33,Associates,Single,2.7,1
APP_1871,2022-11-04,425846.25,58164.29,9.4,0.82,762,0.162,0.785,2,0.32,0.462,139447.65,42,Bachelors,Widowed,10.3,0
APP_1524,2022-11-04,500000.0,105820.79,6.1,0.508,765,0.077,0.884,7,0.431,0.28,113858.05,41,High School,Divorced,3.4,0
APP_1407,2022-11-05,251505.16,63128.77,5.9,0.815,668,0.275,0.96,5,0.209,0.141,251639.15,52,Bachelors,Divorced,9.3,0
APP_1113,2022-11-07,282449.81,41185.65,9.8,0.846,705,0.088,0.956,10,0.222,0.306,213832.29,53,Bachelors,Single,4.4,0
APP_1758,2022-11-07,27460.89,100204.72,7.4,0.687,747,0.327,0.772,5,0.466,0.271,170073.36,44,Bachelors,Married,2.8,0
APP_1719,2022-11-07,146828.65,38362.44,3.5,0.144,687,0.897,0.371,4,0.69,0.227,1908.23,34,High School,Married,2.2,1
APP_1534,2022-11-07,80922.11,72406.24,12.4,0.946,671,0.25,0.882,4,0.489,0.263,164748.02,47,Doctorate,Married,12.2,0
APP_1631,2022-11-08,84695.21,66957.89,11.1,0.729,788,0.138,0.878,8,0.295,0.444,197487.64,49,Masters,Married,9.4,0
APP_1414,2022-11-08,123918.06,115419.62,5.0,0.748,685,0.201,0.972,6,0.365,0.354,289741.21,48,Masters,Widowed,4.9,0
APP_933,2022-11-09,90333.43,58262.41,8.1,0.827,707,0.188,0.84,1,0.293,0.49,100950.7,49,Masters,Single,4.7,0
APP_867,2022-11-09,244787.66,53736.43,7.3,0.71,690,0.119,0.961,5,0.217,0.309,181818.76,42,Doctorate,Married,6.5,0
APP_1487,2022-11-09,500000.0,35647.62,2.2,0.14,611,0.903,0.366,3,0.872,0.244,18260.14,25,Associates,Widowed,3.2,1
APP_2159,2022-11-10,500000.0,71196.47,10.1,0.739,721,0.194,0.981,1,0.307,0.377,188273.81,34,Bachelors,Married,8.7,0
APP_294,2022-11-10,53324.1,15000.0,3.9,0.319,620,0.755,0.425,4,0.424,0.094,137526.92,33,Associates,Married,1.4,1
APP_2032,2022-11-10,26144.96,27982.82,6.7,0.986,798,0.183,0.998,8,0.351,0.444,137681.37,43,Associates,Married,8.8,0
APP_701,2022-11-11,153426.67,45832.66,6.8,0.876,787,0.293,0.812,3,0.233,0.358,170098.18,50,Masters,Single,5.4,0
APP_037,2022-11-12,139585.47,51779.87,5.0,0.362,572,0.882,0.096,2,0.798,0.009,51488.32,31,High School,Married,5.4,1
APP_1377,2022-11-13,63146.78,18087.05,4.0,0.1,542,0.914,0.389,4,0.624,0.072,8739.62,27,High School,Single,5.8,1
APP_760,2022-11-14,157470.12,36700.75,1.4,0.352,625,0.864,0.238,2,0.681,0.02,22835.68,36,High School,Single,2.0,1
APP_2463,2022-11-14,38757.85,99803.06,7.0,0.825,671,0.132,0.967,7,0.224,0.51,341634.76,47,Associates,Married,9.2,0
APP_1124,2022-11-14,24903.67,42458.83,12.2,0.646,671,0.271,0.984,3,0.119,0.454,324235.1,39,Associates,Married,2.4,0
APP_1463,2022-11-14,15156.85,96159.84,11.3,0.77,773,0.044,0.889,5,0.251,0.327,334527.67,26,Bachelors,Married,1.8,0
APP_137,2022-11-14,350553.35,55648.67,0.0,0.077,679,0.918,0.171,2,0.883,0.046,29153.03,56,Associates,Divorced,1.3,1
APP_1204,2022-11-14,61930.93,27697.84,8.0,0.77,702,0.109,0.844,6,0.195,0.067,272632.18,38,High School,Married,7.1,0
APP_2382,2022-11-16,30831.97,80759.71,3.5,0.929,698,0.049,0.736,4,0.277,0.582,141490.43,60,Bachelors,Married,10.2,0
APP_744,2022-11-16,60492.76,75728.37,5.7,0.614,684,0.195,0.773,3,0.223,0.594,93738.57,61,Associates,Single,8.6,0
APP_755,2022-11-17,500000.0,99857.83,4.4,0.56,662,0.169,0.953,4,0.221,0.656,318432.91,54,Bachelors,Married,0.6,0
APP_282,2022-11-17,380987.46,83348.63,6.9,0.754,710,0.364,0.575,10,0.248,0.17,28677.59,33,Associates,Widowed,5.0,0
APP_1736,2022-11-17,114427.17,62862.76,5.6,0.657,714,0.134,0.907,4,0.185,0.576,40969.47,35,Masters,Married,7.0,0
APP_1609,2022-11-20,172793.82,62950.95,10.2,0.825,742,0.266,0.994,5,0.231,0.414,1000000.0,57,Masters,Married,7.4,0
APP_1138,2022-11-20,26172.06,83340.72,8.9,0.459,776,0.114,0.972,2,0.318,0.218,70828.19,69,Bachelors,Married,7.9,0
APP_820,2022-11-20,75989.08,22169.02,3.4,0.067,599,0.858,0.492,4,0.612,0.078,83869.17,26,High School,Single,7.2,1
APP_733,2022-11-22,34823.53,72765.27,4.4,0.817,656,0.109,0.928,5,0.054,0.305,44871.47,53,Associates,Married,6.4,0
APP_2173,2022-11-23,8282.5,68093.49,8.1,0.839,760,0.255,0.897,3,0.358,0.327,38163.44,56,Bachelors,Married,4.2,0
APP_902,2022-11-23,500000.0,56797.62,2.0,0.27,521,0.755,0.409,2,0.442,0.128,898.52,45,High School,Single,1.6,1
APP_1194,2022-11-24,343195.19,109427.94,7.9,0.797,744,0.101,0.814,3,0.209,0.564,293126.01,45,Doctorate,Married,3.6,0
APP_1583,2022-11-24,166569.92,17201.7,3.6,0.093,482,0.837,0.441,1,0.588,0.149,251349.9,48,Bachelors,Divorced,2.4,1
APP_936,2022-11-24,39737.93,98057.41,6.7,0.928,665,0.58,0.934,0,0.297,0.206,187191.35,48,Masters,Divorced,4.9,0
APP_756,2022-11-25,326514.79,17299.79,3.9,0.269,523,0.924,0.059,2,0.872,0.269,58254.9,27,Bachelors,Single,3.4,1
APP_1180,2022-11-25,35155.56,48591.95,6.5,0.896,701,0.382,0.988,6,0.381,0.388,292702.85,51,Bachelors,Divorced,5.9,0
APP_1937,2022-11-25,137699.65,121504.23,10.1,0.741,767,0.315,0.911,4,0.415,0.573,323295.87,40,Masters,Married,5.2,0
APP_1063,2022-11-26,5000.0,112166.79,10.4,0.88,742,0.399,0.98,3,0.285,0.171,147128.14,40,High School,Single,3.7,0
APP_954,2022-11-26,70133.05,55229.95,9.1,0.635,778,0.091,0.841,3,0.21,0.499,176681.46,43,High School,Divorced,4.9,0
APP_005,2022-11-27,26676.04,47336.6,0.4,0.415,550,0.808,0.309,2,0.828,0.002,16651.97,40,Bachelors,Single,3.5,1
APP_2500,2022-11-28,86793.09,54004.23,6.9,0.876,757,0.297,0.998,5,0.692,0.344,753080.31,26,Masters,Married,8.9,0
APP_2414,2022-11-28,23972.16,95315.29,10.5,0.889,681,0.005,0.914,4,0.382,0.264,74651.49,45,High School,Divorced,8.7,0
APP_762,2022-11-30,428601.41,65231.51,11.6,0.91,731,0.37,0.978,7,0.224,0.393,138102.69,45,Masters,Married,0.0,0
APP_1496,2022-11-30,30370.76,98396.5,8.2,0.702,696,0.271,0.97,7,0.446,0.303,781731.1,40,Bachelors,Married,4.4,0
APP_2388,2022-11-30,25558.76,66783.98,6.5,0.807,670,0.339,0.881,5,0.589,0.231,37997.92,54,Bachelors,Married,10.9,0
APP_1456,2022-11-30,115978.0,81313.91,3.5,0.979,698,0.091,0.861,6,0.229,0.258,101333.09,39,Bachelors,Divorced,6.2,0
APP_1081,2022-12-01,49821.43,92397.1,5.9,0.806,730,0.202,0.807,5,0.529,0.271,185283.29,31,Masters,Single,7.2,0
APP_1252,2022-12-01,500000.0,41683.82,6.3,0.651,632,0.048,0.672,4,0.188,0.387,234406.05,69,Masters,Married,6.3,0
APP_1440,2022-12-01,104318.43,72715.46,6.5,0.613,695,0.374,0.92,3,0.149,0.406,102984.16,46,Bachelors,Divorced,5.5,0
APP_367,2022-12-02,58977.23,78995.88,8.8,0.831,723,0.107,0.931,6,0.2,0.163,85792.52,31,High School,Married,8.1,0
APP_1211,2022-12-02,170111.68,79243.86,7.5,0.769,619,0.054,0.646,6,0.265,0.535,285130.4,51,Doctorate,Married,6.0,0
APP_1787,2022-12-02,19545.66,104537.8,8.4,0.623,659,0.052,0.944,3,0.408,0.275,245087.63,51,Masters,Divorced,3.7,0
APP_1604,2022-12-02,353885.67,33809.43,3.8,0.171,556,0.854,0.182,0,0.61,0.003,7961.29,36,Masters,Widowed,3.2,1
APP_2061,2022-12-02,10801.58,79262.93,4.1,0.149,619,0.749,0.257,2,0.813,0.006,57652.83,24,Bachelors,Single,2.6,1
APP_651,2022-12-03,38438.57,63701.58,4.8,0.771,720,0.283,0.915,7,0.152,0.239,194248.43,27,Bachelors,Single,6.3,0
APP_1861,2022-12-04,122324.63,127271.44,6.6,0.731,697,0.366,0.969,3,0.243,0.532,305551.22,54,High School,Married,10.2,0
APP_064,2022-12-04,138163.55,50211.82,3.5,0.841,689,0.203,0.946,7,0.198,0.168,144655.73,45,Masters,Single,14.9,0
APP_2306,2022-12-04,500000.0,66837.48,8.6,0.917,710,0.33,0.889,1,0.47,0.491,240138.78,49,Doctorate,Married,7.9,0
APP_1343,2022-12-04,24705.1,51441.83,1.7,0.282,530,0.883,0.326,2,0.511,0.007,74297.29,46,Associates,Divorced,3.3,1
APP_209,2022-12-04,260028.66,92628.72,12.7,0.848,658,0.028,0.937,5,0.274,0.336,105902.32,48,Masters,Divorced,9.4,0
APP_177,2022-12-04,81171.51,98147.6,11.5,0.909,766,0.114,0.706,5,0.341,0.555,125235.65,43,Doctorate,Married,4.4,0
APP_456,2022-12-05,24870.74,106239.87,8.5,0.485,657,0.214,0.942,4,0.222,0.383,97318.51,53,Bachelors,Married,1.2,0
APP_1066,2022-12-05,500000.0,37647.43,4.5,0.183,489,0.794,0.579,0,0.813,0.003,32848.33,44,High School,Widowed,1.5,1
APP_1133,2022-12-06,31612.26,15000.0,1.7,0.463,475,0.612,0.439,2,0.746,0.04,44022.06,34,High School,Divorced,0.8,1
APP_2461,2022-12-07,396827.62,51657.43,10.8,0.984,812,0.216,0.596,4,0.324,0.36,229544.27,26,Masters,Married,2.3,0
APP_354,2022-12-07,500000.0,110084.51,4.1,0.958,591,0.16,0.988,4,0.386,0.293,541532.46,30,Masters,Divorced,5.4,0
APP_1752,2022-12-07,124599.81,50997.86,8.1,0.652,671,0.177,0.974,7,0.179,0.437,86446.2,41,Masters,Married,6.2,0
APP_1762,2022-12-08,22754.68,37682.88,0.0,0.256,499,0.971,0.407,4,0.794,0.304,34744.4,41,Masters,Married,3.4,1
APP_1709,2022-12-08,500000.0,34497.46,6.4,0.716,832,0.4,0.849,3,0.238,0.396,47173.77,47,High School,Widowed,13.5,0
APP_898,2022-12-08,114491.66,30753.06,2.8,0.062,558,0.918,0.34,1,0.703,0.028,28579.04,32,High School,Married,4.9,1
APP_1004,2022-12-08,500000.0,49603.71,7.8,0.731,813,0.239,0.993,3,0.506,0.146,225791.8,53,Masters,Divorced,9.3,0
APP_1594,2022-12-09,82749.19,48276.33,5.9,0.816,776,0.127,0.861,6,0.318,0.236,1000000.0,24,Bachelors,Single,10.8,0
APP_2413,2022-12-09,15128.85,106822.21,6.3,0.844,713,0.079,0.973,3,0.311,0.358,114081.72,53,Doctorate,Single,6.9,0
APP_010,2022-12-10,130595.41,70107.0,1.6,0.32,540,0.994,0.327,4,0.534,0.173,83660.38,47,Associates,Divorced,4.0,1
APP_2198,2022-12-10,88813.19,92458.43,4.6,0.902,690,0.244,0.958,0,0.512,0.38,73137.47,18,Associates,Married,8.3,0
APP_1541,2022-12-11,11468.15,98877.72,12.1,0.881,708,0.091,0.919,6,0.219,0.532,132307.25,60,Bachelors,Married,2.7,0
APP_1817,2022-12-11,85094.76,83094.67,8.0,0.962,661,0.157,0.953,6,0.18,0.544,69516.16,51,Associates,Married,6.8,0
APP_834,2022-12-12,275248.68,45740.13,3.0,0.243,564,0.76,0.146,0,0.7,0.064,85608.9,49,High School,Married,3.4,1
APP_184,2022-12-12,127510.3,70958.91,6.6,0.877,754,0.074,0.922,5,0.352,0.328,137371.04,51,Masters,Married,8.3,0
APP_638,2022-12-12,173929.05,66246.8,9.8,0.909,652,0.253,0.856,5,0.394,0.342,113887.22,37,Bachelors,Married,9.9,0
APP_2436,2022-12-13,500000.0,64287.91,7.6,0.734,804,0.17,0.871,3,0.116,0.375,53006.75,22,Bachelors,Married,7.2,0
APP_877,2022-12-13,208247.8,78243.39,8.4,0.802,797,0.115,0.894,7,0.481,0.161,295996.87,64,Bachelors,Divorced,11.4,0
APP_2429,2022-12-14,358761.13,62281.4,8.3,0.826,684,0.378,0.951,6,0.324,0.261,73781.19,61,Bachelors,Single,5.1,0
APP_477,2022-12-14,215462.06,48730.12,3.5,0.059,648,0.779,0.162,5,0.907,0.113,2608.24,32,Associates,Single,2.7,1
APP_1732,2022-12-14,500000.0,73503.93,3.0,0.877,646,0.086,0.811,2,0.377,0.261,528408.54,39,Bachelors,Married,7.1,0
APP_1205,2022-12-15,124058.52,83322.77,8.4,0.827,768,0.21,0.844,8,0.471,0.442,362959.25,51,Bachelors,Single,6.6,0
APP_1319,2022-12-15,272699.28,73752.3,14.1,0.796,702,0.205,0.702,4,0.386,0.269,186860.15,33,Masters,Married,7.8,0
APP_647,2022-12-16,224132.97,76942.71,7.6,0.915,779,0.393,0.656,6,0.369,0.514,138178.11,23,Bachelors,Married,7.1,0
APP_708,2022-12-16,25410.91,32796.91,2.4,0.239,607,0.756,0.052,1,0.764,0.022,18333.02,26,High School,Married,5.0,1
