customer_id,quarter,survey_date,account_manager_responsive,billing_accuracy,budget_control,change_management,communication_clarity,competitive_pricing,cost_transparency,documentation_help,executive_access,innovation_solutions,long_term_partnership,problem_solving,project_management,quality_deliverables,roi_demonstration,support_responsiveness,system_integration,technical_documentation,technical_expertise,timeline_adherence,training_quality,trust_reliability,value_for_money,overall_satisfaction,nps_score,renewal_likelihood,revenue_growth_pct,referrals_generated
CUST_699,Q1_2024,2024-03-20,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4,4,3,4.1,2
CUST_700,Q1_2024,2024-03-22,4.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6,6,4,18.0,2
CUST_701,Q1_2024,2024-03-25,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4,6,3,5.5,5
CUST_702,Q1_2024,2024-03-22,5.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,4,6,3,6.1,0
CUST_703,Q1_2024,2024-03-05,4.0,3.0,6.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5,7,4,14.4,1
CUST_704,Q1_2024,2024-03-08,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4,5,2,8.8,3
CUST_705,Q1_2024,2024-03-12,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3,6,2,-1.9,1
CUST_706,Q1_2024,2024-03-09,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,6.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3,6,2,-9.8,0
CUST_707,Q1_2024,2024-03-05,6.0,5.0,5.0,7.0,6.0,3.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5,7,4,18.8,3
CUST_708,Q1_2024,2024-03-06,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,6,7,3,12.5,3
CUST_709,Q1_2024,2024-03-11,4.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5,8,3,15.1,0
CUST_710,Q1_2024,2024-03-12,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5,4,4,-0.6,1
CUST_711,Q1_2024,2024-03-21,3.0,6.0,4.0,4.0,2.0,4.0,6.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,6.0,4,8,3,-6.0,0
CUST_712,Q1_2024,2024-03-15,4.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0,4,6,3,5.0,1
CUST_713,Q1_2024,2024-03-24,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,5.0,5,3,4,1.3,2
CUST_714,Q1_2024,2024-03-11,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5,9,4,13.6,1
CUST_715,Q1_2024,2024-03-08,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,4,7,3,8.7,1
CUST_716,Q1_2024,2024-03-09,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3,10,3,5.1,0
CUST_717,Q1_2024,2024-03-22,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5,10,5,15.9,5
CUST_718,Q1_2024,2024-03-11,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,4.0,3.0,,3,3,3,-1.0,0
CUST_719,Q1_2024,2024-03-22,4.0,4.0,6.0,6.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,5.0,4.0,4,10,4,11.3,3
CUST_720,Q1_2024,2024-03-12,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4,8,4,14.5,2
CUST_721,Q1_2024,2024-03-15,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3,4,3,10.5,0
CUST_722,Q1_2024,2024-03-17,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4,1,3,-4.7,0
CUST_723,Q1_2024,2024-03-13,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4,6,3,5.3,3
CUST_724,Q1_2024,2024-03-23,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5,8,4,4.0,3
CUST_725,Q1_2024,2024-03-25,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,3,6,3,3.3,0
CUST_726,Q1_2024,2024-03-13,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3,3,2,-0.4,1
CUST_727,Q1_2024,2024-03-15,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,4,8,2,15.8,1
CUST_728,Q1_2024,2024-03-14,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4,6,3,11.1,2
CUST_729,Q1_2024,2024-03-22,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3,4,3,-7.5,0
CUST_730,Q1_2024,2024-03-16,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4,4,2,-0.3,2
CUST_731,Q1_2024,2024-03-07,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5,7,4,4.7,2
CUST_732,Q1_2024,2024-03-12,4.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4,7,3,9.4,0
CUST_733,Q1_2024,2024-03-17,3.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4,9,4,1.3,1
CUST_734,Q1_2024,2024-03-10,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4,8,2,2.1,2
CUST_735,Q1_2024,2024-03-08,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5,6,3,7.0,2
CUST_736,Q1_2024,2024-03-08,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,6.0,4,6,4,7.1,3
CUST_737,Q1_2024,2024-03-18,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3,6,3,-3.0,2
CUST_738,Q1_2024,2024-03-18,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,6.0,4.0,5,6,4,9.5,4
CUST_739,Q1_2024,2024-03-06,5.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5,8,4,17.4,2
CUST_740,Q1_2024,2024-03-16,4.0,6.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5,8,3,-1.6,0
CUST_741,Q1_2024,2024-03-25,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5,7,2,15.6,1
CUST_742,Q1_2024,2024-03-05,5.0,4.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5,5,3,-0.5,2
CUST_743,Q1_2024,2024-03-06,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2,5,2,-7.3,0
CUST_744,Q1_2024,2024-03-10,6.0,6.0,5.0,6.0,5.0,4.0,6.0,3.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5,9,4,16.2,2
CUST_745,Q1_2024,2024-03-09,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,6.0,4.0,6.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,4,6,3,1.7,0
CUST_746,Q1_2024,2024-03-07,5.0,3.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,6.0,3.0,5.0,3.0,4,7,3,16.0,4
CUST_747,Q1_2024,2024-03-09,5.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,6,3,0.4,0
CUST_748,Q1_2024,2024-03-22,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3,5,2,-4.8,0
CUST_749,Q1_2024,2024-03-14,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4,5,4,-3.2,0
CUST_750,Q1_2024,2024-03-20,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4,6,3,-4.8,1
CUST_751,Q1_2024,2024-03-11,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3,7,2,-4.1,1
CUST_752,Q1_2024,2024-03-15,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3,4,3,6.8,1
CUST_753,Q1_2024,2024-03-09,5.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4,8,3,-1.0,2
CUST_754,Q1_2024,2024-03-10,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4,6,3,7.9,1
CUST_755,Q1_2024,2024-03-20,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,4,5,2,12.5,0
CUST_756,Q1_2024,2024-03-13,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,6.0,4.0,5.0,4.0,3.0,2.0,2.0,4,7,2,-7.8,0
CUST_757,Q1_2024,2024-03-17,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,6,2,1.6,0
CUST_758,Q1_2024,2024-03-05,4.0,5.0,3.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4,5,3,16.4,3
CUST_759,Q1_2024,2024-03-08,3.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5,6,4,8.6,1
CUST_760,Q1_2024,2024-03-13,4.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3,5,2,-1.1,1
CUST_761,Q1_2024,2024-03-18,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,2,-18.4,0
CUST_762,Q1_2024,2024-03-05,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4,4,4,7.6,3
CUST_763,Q1_2024,2024-03-19,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2,4,3,-0.8,0
CUST_764,Q1_2024,2024-03-12,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2,6,1,-5.7,0
CUST_765,Q1_2024,2024-03-18,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4,6,4,8.8,1
CUST_766,Q1_2024,2024-03-19,3.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5,8,5,11.1,4
CUST_767,Q1_2024,2024-03-24,3.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4,5,3,-2.7,0
CUST_768,Q1_2024,2024-03-18,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5,5,3,16.2,1
CUST_769,Q1_2024,2024-03-23,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3,5,2,-3.5,1
CUST_770,Q1_2024,2024-03-22,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5,3,3,14.8,0
CUST_771,Q1_2024,2024-03-18,4.0,4.0,4.0,3.0,4.0,2.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4,7,2,10.4,1
CUST_772,Q1_2024,2024-03-12,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4,7,3,0.9,1
CUST_773,Q1_2024,2024-03-24,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3,3,3,-1.9,0
CUST_774,Q1_2024,2024-03-16,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4,4,3,10.5,2
CUST_775,Q1_2024,2024-03-15,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3,6,2,-5.9,0
CUST_776,Q1_2024,2024-03-18,6.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5,7,4,19.5,4
CUST_777,Q1_2024,2024-03-14,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4,7,3,10.0,0
CUST_778,Q1_2024,2024-03-21,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3,3,3,2.0,0
CUST_779,Q1_2024,2024-03-17,4.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,6.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4,6,3,5.1,3
CUST_780,Q1_2024,2024-03-16,6.0,6.0,5.0,6.0,5.0,7.0,5.0,4.0,4.0,5.0,,5.0,5.0,,4.0,3.0,4.0,5.0,3.0,6.0,4.0,7.0,5.0,5,8,4,25.2,5
CUST_781,Q1_2024,2024-03-17,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,6.0,3.0,3.0,4,7,3,7.1,3
CUST_782,Q1_2024,2024-03-25,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4,5,2,-0.7,0
CUST_783,Q1_2024,2024-03-13,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3,5,3,-8.5,0
CUST_784,Q1_2024,2024-03-23,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4,6,3,5.5,2
CUST_785,Q1_2024,2024-03-25,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,5.0,5.0,6.0,5.0,3.0,5.0,3.0,5,6,3,8.0,1
CUST_786,Q1_2024,2024-03-06,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,4,7,3,6.8,0
CUST_787,Q1_2024,2024-03-10,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5,8,4,27.5,3
CUST_788,Q1_2024,2024-03-07,6.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4,7,3,0.1,5
CUST_789,Q1_2024,2024-03-24,6.0,3.0,4.0,5.0,,2.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,,3.0,4,5,3,8.3,4
CUST_790,Q1_2024,2024-03-21,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,2.0,4.0,5.0,5,6,3,8.2,2
CUST_791,Q1_2024,2024-03-23,4.0,5.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4,5,3,6.2,2
CUST_792,Q1_2024,2024-03-19,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3,5,3,3.9,2
CUST_793,Q1_2024,2024-03-05,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3,6,3,-1.0,1
CUST_794,Q1_2024,2024-03-18,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5,8,2,4.1,2
CUST_795,Q1_2024,2024-03-11,3.0,4.0,4.0,2.0,4.0,4.0,3.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4,6,2,0.6,2
CUST_796,Q1_2024,2024-03-17,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4,6,4,18.1,1
CUST_797,Q1_2024,2024-03-16,5.0,4.0,6.0,6.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5,8,4,19.2,3
CUST_798,Q1_2024,2024-03-14,3.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3,6,2,-3.1,0
CUST_799,Q1_2024,2024-03-18,3.0,4.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2,6,1,-8.8,0
CUST_800,Q1_2024,2024-03-05,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4,7,3,2.5,0
CUST_801,Q1_2024,2024-03-24,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3,7,3,2.1,1
CUST_802,Q1_2024,2024-03-05,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3,6,2,-7.1,1
CUST_803,Q1_2024,2024-03-11,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3,3,3,1.5,1
CUST_804,Q1_2024,2024-03-06,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3,6,2,2.6,1
CUST_805,Q1_2024,2024-03-17,3.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,7.0,6.0,4.0,5.0,5.0,5.0,4,7,4,17.7,3
CUST_806,Q1_2024,2024-03-20,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4,3,3,5.6,2
CUST_807,Q1_2024,2024-03-24,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4,4,2,-8.5,0
CUST_808,Q1_2024,2024-03-12,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5,7,3,1.8,0
CUST_809,Q1_2024,2024-03-14,5.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,5,6,4,8.4,0
